,timestamp,free_spots
164,2023-11-01 12:20:00,220
165,2023-11-01 12:25:00,218
166,2023-11-01 12:30:00,218
167,2023-11-01 12:35:00,218
168,2023-11-01 12:40:00,218
169,2023-11-01 12:45:00,217
170,2023-11-01 12:50:00,216
171,2023-11-01 12:55:00,216
172,2023-11-01 13:00:00,216
173,2023-11-01 13:05:00,217
174,2023-11-01 13:10:00,217
175,2023-11-01 13:15:00,217
176,2023-11-01 13:20:00,217
177,2023-11-01 13:25:00,217
178,2023-11-01 13:30:00,216
179,2023-11-01 13:35:00,216
180,2023-11-01 13:40:00,215
181,2023-11-01 13:45:00,215
182,2023-11-01 13:50:00,215
183,2023-11-01 13:55:00,215
184,2023-11-01 14:00:00,215
185,2023-11-01 14:05:00,215
186,2023-11-01 14:10:00,215
187,2023-11-01 14:15:00,215
188,2023-11-01 14:20:00,215
189,2023-11-01 14:25:00,214
190,2023-11-01 14:30:00,214
